epoch,accuracy,loss,fsa_inf_mean,fsa_inf_std
0,0.12022,2.2848587036132812,0.6764407652568817,0.24005046486854553
1,0.23182,2.23747181892395,0.5658807794380188,0.15012714266777039
2,0.26392,2.1948955059051514,0.5946224787902832,0.15165987610816956
3,0.28242,2.156907081604004,0.6094913777065277,0.15305252373218536
4,0.29072,2.123755693435669,0.6121863879394531,0.15301048755645752
5,0.29562,2.0949652194976807,0.6110399467658997,0.1547229140996933
6,0.29862,2.0699050426483154,0.615915840511322,0.15501734614372253
7,0.30526,2.048353910446167,0.6236348295307159,0.15322710573673248
8,0.30564,2.029458999633789,0.6227800225448609,0.1549226939678192
9,0.30852,2.012970209121704,0.6256027897262573,0.15421679615974426
10,0.30964,1.9981249570846558,0.6224807326889038,0.15370704233646393
11,0.31412,1.9849275350570679,0.6301637519073486,0.15324008464813232
12,0.31546,1.9729996919631958,0.6286528801727295,0.1552472710609436
13,0.31988,1.9621704816818237,0.6337081988239288,0.15184327960014343
14,0.32144,1.952419638633728,0.6298887359714508,0.15532970428466797
15,0.32248,1.9435453414916992,0.6353049269485473,0.15243428945541382
16,0.32662,1.9351849555969238,0.6380707411289215,0.15201130509376526
17,0.32842,1.9274914264678955,0.6360648296356202,0.15373243391513824
18,0.33122,1.9205118417739868,0.6412039379692077,0.15199430286884308
19,0.33338,1.9138200283050537,0.6380187665176391,0.1539078801870346
20,0.3352,1.907665729522705,0.6415560277366639,0.15302664041519165
21,0.33782,1.9018282890319824,0.6437612387657166,0.15166224539279938
22,0.33918,1.8962539434432983,0.6444717081832886,0.1523047834634781
23,0.34144,1.8910062313079834,0.6459255703449249,0.15213064849376678
24,0.34262,1.8859704732894897,0.6447692462444305,0.1529810130596161
25,0.34396,1.88117516040802,0.64721090924263,0.15316249430179596
26,0.34466,1.8766378164291382,0.6464571562290191,0.15107294917106628
27,0.34734,1.8721674680709839,0.6530672476387024,0.1512441635131836
28,0.34904,1.8677818775177002,0.65085001786232,0.1520463079214096
29,0.34964,1.8637562990188599,0.6514823186397553,0.15322953462600708
30,0.35166,1.8595987558364868,0.6515089865016938,0.15278837084770203
