epoch,accuracy,loss,fsa_inf_mean,fsa_inf_std
0,0.4293285898594644,2.0928915534915205,0.7647437614804907,0.18593394076177758
1,0.6769501433646804,1.5155979645879558,0.814542188931104,0.17965248376652487
2,0.7532416752124538,1.0731494109138007,0.8320050775167087,0.17629628666168787
3,0.786085096073055,0.8484818034893202,0.8331092585972192,0.17600224756575436
4,0.8056088303314464,0.7176106369118076,0.8339217123649989,0.17570809004876567
5,0.818188000474029,0.6476930632799117,0.837906075293693,0.1752549497226831
6,0.8251825493218216,0.603162749390978,0.8361154519188502,0.17555369771959686
7,0.8321347382364294,0.563777486909196,0.8385507666332305,0.1753710648481024
8,0.8389495871543375,0.5470857810201063,0.8364036633441135,0.17549810156073692
9,0.8420139628861572,0.524521909817062,0.83549951120793,0.17550637478881076
10,0.8427801416751863,0.5115920443366286,0.8389563265281997,0.17546223954424603
11,0.8462914270729376,0.507389514731991,0.8365674490098961,0.17587964652846536
12,0.8503390191827298,0.4916294549267607,0.839434084677134,0.17508512351981334
13,0.8492048699455613,0.484539885390608,0.8376783483609384,0.17537705997753636
14,0.8517087519158466,0.4800008056869015,0.8384922046835153,0.17501614220527217
15,0.8529480413625179,0.4718125161072016,0.8378147011962253,0.17535451379481695
16,0.8576475946413247,0.4578026677717876,0.837692141311334,0.17595568691012378
17,0.8599024216716583,0.45852272929643473,0.8375399420915702,0.1749400212514589
18,0.8611376255514206,0.45779492109069775,0.8388850093538628,0.17520927000705938
19,0.8607221709856201,0.44177113667393086,0.8365447116082526,0.17543648485236452
20,0.8634226935487975,0.44223059624775996,0.8342908682432696,0.1762976079250162
21,0.8644052791567826,0.43776911100352867,0.836679127033702,0.17566200368035023
22,0.864337898578155,0.43334984986691255,0.8371919561005914,0.17556859809712924
23,0.8664438601906912,0.43081771972315197,0.8391273130680578,0.17555033731453576
24,0.8693245353135876,0.4244559749067511,0.8373746443477167,0.1757671428364845
25,0.870288914804059,0.41526098393427113,0.8364670307195362,0.1751848646111218
26,0.8722443341241559,0.41295876818993976,0.8382324370858057,0.1755563012218617
27,0.87244976326189,0.41010599625337074,0.8381815792566021,0.17562091313259545
28,0.8740967075889774,0.4034678817017144,0.8384700757868637,0.17531392393520404
29,0.875317046181291,0.39406169437115585,0.8386874430699643,0.17528655791232822
30,0.8768252450876909,0.393464028739942,0.8372084039084642,0.1756793444486601
31,0.8766025410188147,0.3860838301165717,0.838392154493587,0.17472636829194704
32,0.8797377255943416,0.3803811313121881,0.8387029412175793,0.1742244562825598
33,0.8820838263699667,0.37701538470718765,0.837860907341012,0.17590470429188398
34,0.8846902574255816,0.37502329359353337,0.8384473818863049,0.17574653529026033
