epoch,accuracy,loss,fsa_inf_mean,fsa_inf_std
0,0.20306666666666667,2.264704465866089,0.7924888691902161,0.18208836019039154
1,0.3911833333333333,2.159038782119751,0.8063888697624206,0.18050409853458405
2,0.49505,2.0294148921966553,0.8051777583916983,0.1798718124628067
3,0.5510166666666667,1.897605061531067,0.8143666478872299,0.17917455732822418
4,0.5871,1.7672432661056519,0.8162888702710469,0.17910414934158325
5,0.6077833333333333,1.649684190750122,0.8149333146333695,0.1792801320552826
6,0.6223,1.5422972440719604,0.8200555370489756,0.17810183763504028
7,0.6334,1.4529123306274414,0.823999981768926,0.17758721113204956
8,0.6425166666666666,1.3742009401321411,0.8270777601321538,0.1785798966884613
9,0.6525333333333333,1.307451844215393,0.8296110935052236,0.17762140929698944
10,0.6586,1.2553974390029907,0.830655537835757,0.1766994446516037
11,0.66315,1.2087640762329102,0.8312777601718903,0.17686492204666138
12,0.6675333333333333,1.1680952310562134,0.8310777600844701,0.17661099135875702
13,0.66665,1.1402279138565063,0.8331110937039058,0.17679817974567413
14,0.6746,1.108167052268982,0.8356666494051616,0.1761532425880432
15,0.6730333333333334,1.090501308441162,0.8337333156824112,0.1755363494157791
16,0.6777166666666666,1.0667567253112793,0.8331666489839554,0.17567910254001617
17,0.67785,1.0526962280273438,0.834611093711853,0.17611674964427948
18,0.68255,1.0389294624328613,0.8356110935846964,0.17512591183185577
19,0.6812833333333334,1.0257024765014648,0.8335666491349538,0.17608967423439026
20,0.6821833333333334,1.0149515867233276,0.8359555381615956,0.17548556625843048
21,0.6811,1.0085010528564453,0.8342666493574779,0.176638662815094
22,0.6815166666666667,1.0006763935089111,0.8360333160320917,0.17581650614738464
23,0.6867666666666666,0.9884873628616333,0.8368110939661662,0.17605547606945038
24,0.68805,0.9831171631813049,0.8343777603228887,0.17600783705711365
25,0.6864,0.9780197739601135,0.8355222050825755,0.17670617997646332
26,0.6881333333333334,0.9737001061439514,0.8366666494051616,0.17566336691379547
27,0.6906833333333333,0.9640331268310547,0.8352444271008174,0.17603212594985962
28,0.6906,0.9613807797431946,0.8349222048600514,0.17611421644687653
29,0.6916833333333333,0.9583073854446411,0.8377888718207677,0.17587557435035706
30,0.6894333333333333,0.9582975506782532,0.8346999826033911,0.17608453333377838
31,0.68915,0.9595949053764343,0.8378777607679367,0.17606273293495178
32,0.6902666666666667,0.9519926309585571,0.8357888715902965,0.175946444272995
33,0.6876666666666666,0.9528616666793823,0.8345110936323802,0.1758490949869156
34,0.6931333333333334,0.9428778886795044,0.8346666491349538,0.17556339502334595
35,0.6939,0.9407213926315308,0.8341222048521042,0.17646628618240356
36,0.6909833333333333,0.9405606389045715,0.8376999829133351,0.17584620416164398
37,0.6932833333333334,0.9409758448600769,0.8367444272756577,0.1759936660528183
38,0.6913333333333334,0.9437527060508728,0.835311093656222,0.17555731534957886
39,0.6926166666666667,0.9412109851837158,0.8340888713916143,0.17597773671150208
40,0.6918833333333333,0.9399354457855225,0.8355666493018469,0.1757914423942566
41,0.6928833333333333,0.9341408610343933,0.8373888717095057,0.17563235759735107
42,0.6897833333333333,0.9337064623832703,0.8389333164294561,0.17595340311527252
43,0.6927833333333333,0.9335063695907593,0.8341888712008794,0.17517034709453583
44,0.6929,0.9336035251617432,0.8355777604341507,0.17587029933929443
45,0.6937,0.9334384202957153,0.8358222049077352,0.1758670210838318
46,0.6921666666666667,0.936941385269165,0.8372888716379802,0.17539723217487335
47,0.6947,0.928957998752594,0.8381555382966995,0.17493145167827606
48,0.6923833333333334,0.9318844676017761,0.8363666493654252,0.17565299570560455
49,0.6903666666666667,0.933469295501709,0.8364333160718282,0.17577829957008362
50,0.69245,0.9310768842697144,0.8363555382887522,0.17579546570777893
51,0.6934,0.9304267764091492,0.8366888716220856,0.1756313145160675
52,0.6941166666666667,0.9299271106719971,0.8341444270372391,0.17630869150161743
53,0.6926333333333333,0.9242106676101685,0.8358555381933848,0.17566107213497162
54,0.6937,0.9232243299484253,0.8335666491508484,0.176152765750885
55,0.6932666666666667,0.9309548735618591,0.836055538312594,0.17603722214698792
56,0.6950333333333333,0.9261847138404846,0.8372444271882375,0.17539823055267334
57,0.6941166666666667,0.9253588914871216,0.8368777606646219,0.17614880204200745
58,0.6944666666666667,0.9228922724723816,0.8351110937198003,0.1759072244167328
59,0.6945166666666667,0.9192371964454651,0.8349444271167119,0.17624016106128693
60,0.6940666666666667,0.9250913858413696,0.8366444270769755,0.17525213956832886
61,0.6955666666666667,0.9212362766265869,0.8366444270133973,0.17499832808971405
62,0.6915,0.928277850151062,0.8347555382172267,0.17628906667232513
63,0.6987166666666667,0.9183425307273865,0.8387999830007553,0.17564155161380768
64,0.6937333333333333,0.9273554086685181,0.8378333160797755,0.17511463165283203
65,0.6929166666666666,0.9241815805435181,0.8365999827067058,0.17556971311569214
66,0.6966166666666667,0.9220629334449768,0.8387444274266561,0.17559581995010376
67,0.6961333333333334,0.9191177487373352,0.8363555381933848,0.1754157990217209
68,0.6947166666666666,0.9215012788772583,0.8375333160161972,0.17501100897789001
69,0.6956833333333333,0.9174149036407471,0.8381333162387212,0.17559777200222015
70,0.6947333333333333,0.9231330156326294,0.8375222051064173,0.17581893503665924
71,0.69655,0.9207123517990112,0.8366110938469569,0.1756802201271057
72,0.6960833333333334,0.9182652235031128,0.8367888717412949,0.1760559231042862
73,0.6944333333333333,0.9260709881782532,0.8389222051541011,0.17530524730682373
74,0.6951833333333334,0.9248736500740051,0.8377555384000143,0.1755443960428238
75,0.6946333333333333,0.9234744310379028,0.8351444271326065,0.17620667815208435
76,0.6940833333333334,0.9219664335250854,0.8332777601480484,0.17583723366260529
77,0.6940166666666666,0.923108696937561,0.8377777606566748,0.17567040026187897
78,0.69405,0.9205554127693176,0.837322204987208,0.17544397711753845
79,0.6967,0.9156122803688049,0.8383333162069321,0.17537055909633636
80,0.69775,0.9131084084510803,0.837066649389267,0.17540210485458374
81,0.6949333333333333,0.9229987859725952,0.8364777604818344,0.17561940848827362
